film_id,genre,release_date,title,length,rental_cost
3363,scifi,2011-04-20,White large program even company seek.,1.15,2.6
3364,romance,1999-07-23,Data note too view dinner training.,2.97,1.32
3365,documentary,1993-01-29,Allow buy four movement live between threat.,0.61,2.11
3366,scifi,2018-08-07,Big also close your someone cut song.,3.0500000000000003,8.35
3367,romance,2020-06-30,More sea until local professor wear order every.,1.54,3.47
3368,scifi,1983-12-08,Really safe see sing happy.,1.3299999999999998,2.21
3369,comedy,1991-04-06,Different loss good one.,2.2600000000000002,7.28
3370,scifi,2019-02-10,Civil look science how daughter leader sit.,2.98,4.67
3371,comedy,1987-04-26,Tree since kid space how set.,1.27,1.05
3372,scifi,2021-11-11,Reduce fund leg.,2.45,0.96
3373,documentary,2018-06-23,Have little ability record position.,0.5,2.46
3374,comedy,2010-12-23,That yes to today rather.,2.3800000000000003,8.52
3375,scifi,2000-06-08,Yourself customer field turn sure democratic speech.,0.61,2.93
3376,comedy,2017-09-08,Couple with third visit behavior exist.,2.3200000000000003,1.48
3377,documentary,1992-01-18,Back marriage middle movie toward customer probably that.,2.21,6.2
3378,romance,2000-02-13,About son along success economy.,0.26,5.57
3379,documentary,1988-02-13,Best how Republican.,1.32,7.73
3380,scifi,2000-03-21,Top rise that total.,1.41,0.55
3381,documentary,1980-04-01,Speak nice kitchen hope.,1.94,3.67
3382,documentary,2019-10-21,Born lay turn manage democratic.,2.0500000000000003,4.34
3383,scifi,2019-04-30,Vote teach fish sport.,0.55,7.17
3384,scifi,2007-02-28,Form history chair building.,1.93,6.07
3385,scifi,2017-12-23,Speak sing value much chance.,2.52,6.02
3386,romance,1992-12-23,Finally member let nothing however.,1.98,5.97
3387,documentary,2006-04-03,Story other plant professional message.,1.94,9.1
3388,romance,1998-08-21,Rise thousand be shoulder check race theory.,1.3299999999999998,8.05
3389,documentary,2001-12-10,Let go west article mission able.,1.8699999999999999,7.44
3390,scifi,1997-08-25,Toward everybody catch stuff guess baby whatever.,1.94,2.77
3391,documentary,1982-11-02,Station often scientist response anything stand our above.,2.93,5.68
3392,comedy,1981-03-25,Despite her however late remain happy.,2.89,5.93
3393,scifi,2009-07-21,Discuss hospital along.,1.42,2.0
3394,documentary,1994-06-14,Course allow trial affect general someone.,1.05,1.5
3395,scifi,1977-09-28,Current job doctor turn.,2.54,4.04
3396,documentary,2021-03-01,Technology six a home quickly beat.,2.14,3.82
3397,scifi,2007-02-12,Particular participant safe such.,2.7,4.02
3398,romance,1999-07-19,Growth collection tree in.,3.06,4.41
3399,documentary,2001-12-29,Decision name of adult send.,0.6000000000000001,9.57
3400,documentary,1978-04-18,Not couple certain trouble.,0.6000000000000001,5.73
3401,documentary,2014-02-14,Represent serve write take memory.,0.6000000000000001,7.51
3402,comedy,2001-07-20,Yourself name economy.,2.74,4.01
3403,romance,1979-11-13,Ground federal amount southern perhaps.,1.41,5.66
3404,documentary,2011-06-21,Statement hundred policy region manage record hear.,1.41,6.84
3405,scifi,1987-07-08,Important allow democratic sign.,1.2,0.57
3406,comedy,2008-07-15,Available trip run foreign.,3.1500000000000004,1.53
3407,scifi,2020-01-23,Accept away what mean.,1.7,4.64
3408,documentary,1996-05-25,Management goal history class politics.,3.0700000000000003,5.95
3409,comedy,2011-08-01,Religious training chance hospital hour front.,2.83,9.88
3410,comedy,1990-01-11,Pay population often ability follow.,2.97,1.66
3411,scifi,2013-10-20,Full since animal the beat.,2.5100000000000002,9.98
3412,documentary,2014-07-12,Party glass check material song admit charge month.,3.14,3.4
3413,comedy,2021-07-12,Expect manage newspaper.,1.05,4.27
3414,comedy,2013-07-11,Suggest join art senior rich shoulder reason available.,1.3499999999999999,1.65
3415,documentary,2007-11-20,Lose open property charge determine only road.,1.65,5.05
3416,romance,2012-02-22,Spring land fact simple though our couple.,2.5100000000000002,8.42
3417,scifi,2008-10-09,Country bring direction likely sea skin.,0.5800000000000001,0.79
3418,documentary,1998-04-30,Law own argue.,2.31,0.51
3419,documentary,2004-05-29,Soldier herself its special practice administration.,1.98,1.47
3420,documentary,1985-09-22,Thousand recent computer subject letter.,0.46,4.86
3421,scifi,2000-01-06,Behind color current feel.,0.28,3.91
3422,scifi,2013-04-27,Door this here lot.,0.23,5.88
3423,comedy,2004-11-10,Look language although staff value condition.,3.08,6.33
3424,romance,1990-04-09,Fact economy allow miss nearly.,2.06,5.88
3425,scifi,1999-07-09,Your claim quality college.,1.64,1.79
3426,documentary,1999-01-06,State deep account control audience first.,2.64,2.07
3427,comedy,2004-07-23,Health change think or bag possible.,0.5700000000000001,7.97
3428,romance,1984-12-19,Model home need father individual.,2.39,9.95
3429,comedy,1986-11-02,Fund consumer wish clearly.,1.93,1.7
3430,comedy,1983-09-16,As view investment.,1.56,9.06
3431,romance,1986-07-07,Agree produce job attorney camera support possible.,2.2,9.19
3432,comedy,1985-03-04,Act piece science still see surface manager.,2.37,9.91
3433,comedy,2018-10-16,Try east personal theory.,2.8400000000000003,3.56
3434,romance,2016-01-30,Arm news event.,1.72,6.42
3435,scifi,2003-06-14,List fight still policy energy.,2.0500000000000003,1.2
3436,comedy,2018-06-28,Can yeah ok development analysis.,3.0100000000000002,7.94
3437,romance,2007-09-23,Candidate management organization responsibility green.,0.56,3.17
3438,scifi,1997-01-02,Stop new heavy.,0.23,2.43
3439,documentary,1992-06-10,Skin ask sea.,2.73,0.18
3440,comedy,1999-12-12,Without group pay exist night Mrs budget.,2.5,9.07
3441,romance,1983-12-20,Tv if perform tonight.,1.75,8.35
3442,romance,1977-05-23,Consumer road goal senior.,0.46,3.28
3443,romance,1993-10-06,Purpose degree draw old.,3.1900000000000004,7.81
3444,scifi,2020-01-23,Third industry vote avoid.,2.71,8.3
3445,scifi,1980-04-13,Ground study carry toward.,2.0,2.8
3446,romance,1982-05-17,Father military keep little civil bar ever.,2.83,9.87
3447,documentary,1983-06-28,Left rise analysis with gas plant.,3.08,7.2
3448,comedy,1977-11-27,Player improve major place rich land another method.,1.97,8.75
3449,scifi,2008-06-25,Small change despite range.,0.36,8.7
3450,scifi,1977-05-20,Method style factor cover.,0.48000000000000004,6.14
3451,scifi,2003-08-02,Soon himself hand where power area.,1.76,9.72
3452,romance,2008-08-08,Series while them lot environmental quickly condition two.,2.62,8.19
3453,comedy,2003-01-09,North southern create war ability that.,2.6300000000000003,1.09
3454,romance,1999-03-24,Chair eight together security explain.,1.32,4.96
3455,romance,2004-12-27,Performance note skin clear authority goal.,1.74,6.34
3456,comedy,2010-12-13,Must something land run life significant.,1.46,4.93
3457,romance,1978-05-01,College couple amount behind ahead common.,0.37,9.24
3458,documentary,1984-12-22,From quite stand life.,2.9200000000000004,3.69
3459,comedy,1977-04-12,Generation teacher take rather.,0.35,4.34
3460,documentary,1998-09-07,Strong real modern idea.,1.0,2.43
3461,documentary,1980-03-22,Specific board simple some.,1.76,0.57
3462,romance,1978-07-03,Chance spend late because seat discuss.,1.07,5.22
3463,comedy,2014-07-31,Mr agency conference pattern interesting.,1.27,4.38
3464,documentary,2002-11-24,Blue best that.,1.3499999999999999,7.5
3465,documentary,2018-05-30,About system difference not year reflect hour summer.,1.0,8.95
3466,documentary,1990-01-16,Significant able case leader page training surface.,2.2600000000000002,4.37
3467,romance,1999-09-21,Stop strategy strategy trouble black might century within.,1.42,3.72
3468,scifi,2019-10-23,Happen question whose finish since conference amount.,0.7,4.62
3469,comedy,1981-01-27,Sense yard box protect thing partner.,1.02,0.16
3470,documentary,2020-09-30,Have operation word mention.,1.98,8.61
3471,documentary,1991-11-19,Sound where special opportunity about condition next give.,0.81,9.59
3472,documentary,2001-09-06,Glass act fast leader cold example.,1.71,5.47
3473,documentary,2016-07-30,Try bring his message.,0.34,8.64
3474,documentary,2020-09-19,May field investment seat goal group clear.,2.5,5.38
3475,romance,2005-09-05,Positive know collection manager.,2.64,5.95
3476,scifi,1988-11-09,Accept perhaps moment off role street can.,1.1,5.37
3477,scifi,1986-03-26,Medical toward without tax letter first kid which.,1.5999999999999999,5.5
3478,scifi,1993-05-23,Thought pass realize challenge something go decision.,1.53,1.65
3479,documentary,2007-07-21,Likely you color church.,1.43,6.15
3480,scifi,2008-01-25,Claim position meeting network.,1.01,5.1
3481,documentary,2014-05-18,Building region party.,3.1900000000000004,9.38
3482,romance,1987-01-06,Home show note.,1.15,9.46
3483,romance,2000-05-13,Clearly recent six table level question them.,2.48,6.52
3484,documentary,1979-07-02,Fall rise technology analysis.,0.27,8.88
3485,documentary,1995-04-04,Current low lot resource scene attention.,0.49,4.51
3486,scifi,1983-01-06,Travel for above test partner actually accept economic.,3.1,5.3
3487,scifi,2012-10-23,Opportunity record food fight modern cause.,2.09,2.92
3488,romance,1999-11-02,Box both successful itself.,1.79,8.86
3489,scifi,1983-07-05,Trial involve role plan treatment wrong no back.,1.12,5.02
3490,romance,1998-10-16,Power take evening.,1.8299999999999998,4.82
3491,comedy,1994-03-16,College little poor oil cost.,2.3200000000000003,9.44
3492,romance,2000-08-04,Federal high throw story general.,2.5700000000000003,5.93
3493,romance,2004-09-11,Television main recognize able north once other must.,2.0100000000000002,2.75
3494,romance,2001-10-25,Major art church alone high forget.,1.55,1.08
3495,romance,1983-08-02,Class strategy whether argue knowledge.,0.63,8.64
3496,comedy,1999-05-11,Safe tax level.,1.19,1.9
3497,romance,1994-08-10,Because study become but suffer argue quality such.,1.39,5.44
3498,romance,1986-07-14,Public Mr task seem medical us.,2.49,5.01
3499,documentary,1990-11-30,At thousand some leave it item attention item.,0.42000000000000004,4.08
3500,scifi,2000-07-31,Often agency contain citizen rich military.,2.5500000000000003,0.42
3501,scifi,2019-03-01,Exist success hold.,0.8500000000000001,7.44
3502,romance,1996-02-21,Seem nothing real series pick almost.,0.72,5.6
3503,comedy,1987-12-03,Example wonder off future age total.,1.3399999999999999,5.48
3504,comedy,1981-05-21,Just move probably event ready machine standard effect.,1.3599999999999999,2.38
3505,scifi,1998-02-01,South at give best when realize.,1.53,0.13
3506,documentary,2009-08-15,Near nature of determine thus.,0.23,9.81
3507,scifi,2021-06-14,Shoulder stop eight agreement politics.,2.98,6.37
3508,romance,2018-08-26,Three hear hundred court tell.,3.02,3.33
3509,romance,1999-01-15,You level tend within arrive despite.,0.97,5.42
3510,scifi,2017-12-03,Defense model executive policy.,3.02,3.68
3511,documentary,1982-08-20,Everybody suffer push later every however.,1.65,7.57
3512,romance,1997-05-24,Pm city data maybe pull.,0.64,6.04
3513,comedy,2009-11-30,Him bill standard stuff lose line.,1.04,3.75
3514,scifi,2020-09-06,Vote hair officer approach wife yard general price.,2.24,6.48
3515,documentary,1998-06-26,Clear game magazine store season develop a.,0.23,4.91
3516,documentary,2017-04-12,Phone join buy responsibility small.,0.61,1.47
3517,scifi,2019-01-19,Hair while gun black true create near future.,0.8600000000000001,9.74
3518,romance,2003-05-01,Party them check cup lead ok building.,2.6500000000000004,8.71
3519,romance,1994-09-05,No explain traditional product.,1.75,8.79
3520,romance,2017-09-23,End number feel society Republican right.,1.19,1.47
3521,romance,2008-06-01,Difference white cause consider floor.,3.1700000000000004,2.02
3522,documentary,2020-11-07,Different scene forward professional.,0.39,7.73
3523,comedy,2004-06-01,Determine likely more build power standard defense.,2.24,1.71
3524,romance,2008-04-06,Discuss recently without example environment share effect.,1.31,3.79
3525,romance,1990-05-13,Thus movie rule there.,2.5300000000000002,1.24
3526,scifi,2013-02-12,Trouble worry new view skin theory.,2.47,8.98
3527,romance,1996-11-28,Choice model subject scene benefit still region both.,0.44,9.06
3528,scifi,1989-07-30,Throw yes expert direction court low science.,2.7600000000000002,4.07
3529,comedy,2020-03-19,Agree everything couple.,2.14,9.47
3530,romance,2008-12-14,Down little manage ten share senior member.,2.4200000000000004,9.24
3531,comedy,2006-10-28,Book husband reduce follow we.,2.8800000000000003,4.3
3532,comedy,1993-10-14,These east between.,2.5900000000000003,9.0
3533,romance,2001-05-10,Season ten whom statement guess.,2.14,3.83
3534,comedy,1982-04-13,Sign run drug travel upon bar peace.,1.63,8.44
3535,romance,1992-06-11,Garden minute suddenly six financial.,0.32,5.95
3536,comedy,2007-01-09,Administration us at finish development hold.,2.54,0.97
3537,comedy,2004-10-05,Guy natural five sense.,0.78,0.64
3538,romance,2013-04-20,Tax high box throw.,1.3299999999999998,4.91
3539,documentary,2007-07-22,Activity inside worker see six even close.,1.74,2.65
3540,comedy,2000-06-02,Me charge when sort enjoy.,1.8699999999999999,7.33
3541,romance,2004-09-13,Scene next improve two floor writer.,1.51,4.04
3542,scifi,2002-08-19,Evidence star one down.,1.65,6.27
3543,scifi,1998-10-18,Support recently including management.,2.8600000000000003,3.39
3544,scifi,1977-04-10,Glass but more pressure medical improve authority.,0.21000000000000002,7.92
3545,comedy,2010-06-10,Find drop time.,0.34,5.74
3546,romance,2007-05-05,Describe physical dinner detail leave clearly investment.,3.1900000000000004,7.99
3547,documentary,1996-08-29,School reach budget employee last.,0.79,9.36
3548,scifi,2016-08-12,Hundred generation daughter message but TV hand.,3.0900000000000003,0.21
3549,scifi,2010-04-12,For prepare necessary catch land article hot.,1.42,4.16
3550,comedy,2007-02-19,Foot figure home even protect smile identify.,0.32,2.5
3551,romance,2014-12-20,Edge old cause keep various president on.,1.44,4.29
3552,romance,2021-02-07,Too might couple.,0.65,3.53
3553,documentary,1977-04-24,Nothing six future ago person policy.,1.12,6.93
3554,documentary,1989-04-13,Employee time include.,0.96,6.34
3555,scifi,2016-12-17,Material occur happen two lay middle respond perform.,2.15,1.53
3556,comedy,1977-04-18,Beyond sort according table war.,1.49,0.1
3557,romance,1991-09-28,Compare and here civil industry less move between.,2.4400000000000004,7.2
3558,documentary,2002-01-17,Sure occur investment within carry still pull.,1.73,3.99
3559,romance,1983-06-05,Student once message benefit just daughter.,1.3699999999999999,4.71
3560,comedy,1981-06-08,Focus worry cause particularly present indicate.,2.5,6.67
3561,comedy,1988-12-02,Well fund technology remember main particular commercial market.,0.64,6.68
3562,romance,1988-04-26,Option employee first make such soon.,1.18,6.66
3563,comedy,1978-06-26,Drop career majority president several yes thousand your.,2.5700000000000003,2.63
3564,documentary,1987-01-09,Catch minute add although professor.,0.30000000000000004,8.03
3565,romance,2013-07-31,Low job door.,2.8800000000000003,0.12
3566,scifi,2013-07-26,Night investment most song.,0.29000000000000004,6.72
3567,romance,2010-11-17,Improve bit something blue themselves important number.,0.8300000000000001,3.02
